num_vectors,dense,fcs
100,334.40880147371587,303.1755517987835
1k,279.14285794149123,264.14419892836014
10k,90.82648798691294,83.72274863859094
100k,11.383617718185793,11.25580725623736
1M,1.2750880505402529,1.1049490971659162
